Ma_San_Pham,Trong_Luong,Muc_Beo,Ti_Le_Hien_Thi,Loai_Hang,Gia_Niem_Yet,Ma_Cua_Hang,Nam_Mo_Cua,Quy_Mo,Loai_Do_Thi,Kieu_Cua_Hang,Doanh_So
FDW50,13.1,BeoThap,0.075563757,Sua_Bo,168.1158,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2005.3896
FDN13,18.6,BeoThap,0.152294691,Do_An_Sang,98.9358,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1508.037
FDH20,16.1,BeoThuong,0.024928351,Rau_Cu_Qua,95.141,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3089.312
FDZ60,20.5,BeoThap,0.119339241,Do_Nuong,106.0596,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,970.7364
DRF27,,BeoThap,0.049754975,Sua_Bo,152.134,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,153.134
FDF08,14.3,BeoThuong,0.065195229,Rau_Cu_Qua,88.9856,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1669.8264
FDW27,,BeoThuong,0.264124669,Thit_Tuoi,155.7314,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,155.1314
NCR50,20.2,BeoThap,0.011838464,Do_Gia_Dung,155.134,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2603.278
FDW55,12.6,BeoThuong,0.021951613,Rau_Cu_Qua,250.9092,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,4731.1748
NCT05,10.895,BeoThap,0.020951848,Y_Te_Ve_Sinh,255.3672,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,767.0016
FDQ26,,BeoThuong,0.067543727,Sua_Bo,57.2562,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2073.967
FDN34,,BeoThuong,0.045542628,Do_An_Vat,170.7132,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4904.2828
FDF22,6.865,BeoThap,0.057152139,Do_An_Vat,211.8218,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,4915.6014
FDX14,13.1,BeoThap,0.075363922,Sua_Bo,73.8354,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1956.1204
FDY03,,BeoThuong,0.075753207,Thit_Tuoi,111.1202,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3150.5656
NCM53,18.75,BeoThap,0.052040915,Y_Te_Ve_Sinh,105.728,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2024.032
FDV28,16.1,BeoThuong,0.159728395,Do_Dong_Lanh,34.3558,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,271.6464
FDV23,,BeoThap,0.105324246,Banh_Mi,125.7046,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3237.1196
FDA47,10.5,BeoThuong,0.116673795,Do_Nuong,161.721,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3588.662
FDD52,18.25,BeoThuong,0.184041545,Sua_Bo,110.157,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1867.569
FDV49,10.0,BeoThap,0.025879577,Do_Hop,265.2226,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,5815.0972
NCY17,18.2,BeoThap,0.0,Y_Te_Ve_Sinh,44.1086,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1115.215
NCR53,12.15,BeoThap,0.242768664,Y_Te_Ve_Sinh,226.5404,OUT010,1998,,Do_Thi_3,Tap_Hoa,225.0404
FDP28,13.65,BeoThuong,0.080573371,Do_Dong_Lanh,260.1936,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3914.904
NCJ06,20.1,BeoThap,0.034623782,Do_Gia_Dung,118.9782,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1549.3166
FDF35,15.0,BeoThap,0.153861181,Thuc_Pham_Bot,108.5938,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1393.5194
NCE43,12.5,BeoThap,0.10402738,Do_Gia_Dung,172.2448,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1874.8928
FDY09,,BeoThap,0.044122209,Do_An_Vat,173.8054,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,175.1054
FDU25,12.35,BeoThap,0.026722744,Do_Hop,59.2246,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,984.7182
NCV18,6.775,BeoThap,0.105225964,Do_Gia_Dung,84.225,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3162.55
NCK29,5.615,BeoThap,0.12566436,Y_Te_Ve_Sinh,123.473,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1231.73
FDP03,5.15,BeoThuong,0.061272194,Thit_Tuoi,125.6388,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1733.7432
NCU05,11.8,BeoThap,0.058975504,Y_Te_Ve_Sinh,81.7618,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,966.7416
FDB52,17.75,BeoThap,0.030559583,Sua_Bo,257.4672,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3835.008
DRE48,,BeoThap,0.01724183,Nuoc_Giai_Khat,197.0768,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,8868.456
DRI47,14.7,BeoThap,0.021005399,Do_Uong_Con,144.5128,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2588.6304
FDS04,10.195,BeoThuong,0.146540889,Do_Dong_Lanh,141.7838,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1685.8056
FDP27,8.155,BeoThap,0.199935881,Thit_Tuoi,188.453,OUT010,1998,,Do_Thi_3,Tap_Hoa,379.506
NCR06,12.5,BeoThap,0.00676387,Do_Gia_Dung,40.8112,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,553.9456
FDA31,7.1,BeoThap,0.109990885,Rau_Cu_Qua,172.908,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2769.728
DRC01,5.92,BeoThuong,0.019238942,Nuoc_Giai_Khat,49.8692,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1133.1916
NCV17,18.85,BeoThap,0.016107549,Y_Te_Ve_Sinh,129.7626,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3016.7398
DRF15,,BeoThap,0.058153409,Sua_Bo,152.034,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,306.268
NCV41,14.35,BeoThap,0.028519419,Y_Te_Ve_Sinh,109.2228,OUT010,1998,,Do_Thi_3,Tap_Hoa,221.0456
FDV20,20.2,BeoThuong,0.100095288,Rau_Cu_Qua,125.2678,OUT010,1998,,Do_Thi_3,Tap_Hoa,127.1678
DRE60,,beothap,0.278974075,Nuoc_Giai_Khat,225.372,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,679.116
NCQ43,17.75,BeoThap,0.111931193,Khac,108.8912,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,327.5736
DRJ23,18.35,BeoThap,0.041634206,Do_Uong_Con,188.1872,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3781.744
FDA04,,BeoThuong,0.066406853,Do_Dong_Lanh,259.7962,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5697.9164
DRI03,6.03,BeoThap,0.0,Sua_Bo,175.1028,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1593.9252
NCP53,,BeoThap,0.032731074,Y_Te_Ve_Sinh,235.6906,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5704.5744
FDD40,20.25,BeoThuong,0.014793357,Sua_Bo,191.5162,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3078.6592
NCH54,,BeoThap,0.127234249,Do_Gia_Dung,158.392,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,159.792
DRD25,,BeoThap,0.078589629,Nuoc_Giai_Khat,113.286,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2716.464
DRL60,8.52,BeoThap,0.027114238,Nuoc_Giai_Khat,151.9682,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1677.1502
FDX16,17.85,BeoThap,0.065797601,Do_Dong_Lanh,147.805,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1947.465
FDV23,11.0,BThap,0.1062679,Banh_Mi,123.2046,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3237.1196
FDX39,,BeoThuong,0.049435598,Thit_Tuoi,209.7586,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5487.5236
FDY15,18.25,BeoThuong,0.170795745,Sua_Bo,154.463,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2190.482
FDB51,6.92,BeoThap,0.038422076,Sua_Bo,62.5852,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,438.0964
NCL17,7.39,BeoThap,0.067779712,Y_Te_Ve_Sinh,143.8812,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3134.5864
FDO45,13.15,BeoThuong,0.037952777,Do_An_Vat,89.5856,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1494.0552
FDV13,17.35,BeoThuong,0.027723342,Do_Hop,89.6856,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2109.2544
FDB11,16.0,BeoThap,0.060942632,Thuc_Pham_Bot,225.6404,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2925.5252
NCO55,12.8,BeoThap,0.091221855,Khac,105.5938,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2143.876
FDE46,,BeoThap,0.027610698,Do_An_Vat,149.5366,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,604.5464
DRK47,7.905,BeoThap,0.064325351,Do_Uong_Con,230.2694,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3197.1716
FDW47,15.0,BeoThap,0.077622622,Banh_Mi,121.8414,OUT010,1998,,Do_Thi_3,Tap_Hoa,243.6828
FDK08,9.195,BeoThuong,0.122494876,Rau_Cu_Qua,100.1016,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1416.8224
FDA04,11.3,BeoThuong,0.066729996,Do_Dong_Lanh,257.2962,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,4920.9278
DRM59,,BeoThap,0.006289291,Do_Uong_Con,153.2998,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,461.3994
FDT55,13.6,BeoThuong,0.043655155,Rau_Cu_Qua,156.7946,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3629.2758
FDB45,20.85,BeoThap,0.02137305,Rau_Cu_Qua,103.3306,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,522.653
FDB03,17.75,BeoThuong,0.157075658,Sua_Bo,240.5538,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3845.6608
FDX45,16.75,BeoThap,0.105448901,Do_An_Vat,156.163,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,782.315
FDR10,17.6,BeoThap,0.010055503,Do_An_Vat,163.7552,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1787.0072
FDQ23,,beothap,0.024407061,Banh_Mi,102.3332,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1948.1308
NCU29,,BeoThap,0.025354072,Y_Te_Ve_Sinh,144.476,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3661.9
FDJ04,18.0,BeoThap,0.12470444,Do_Dong_Lanh,120.3124,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2725.7852
FDH41,,BeoThap,0.081614376,Do_Dong_Lanh,214.7534,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5806.4418
NCF43,8.51,BeoThap,0.052051256,Do_Gia_Dung,142.247,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2004.058
FDW02,4.805,BeoThuong,0.0,Sua_Bo,123.9704,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2253.0672
FDK08,9.195,BeoThuong,0.204713036,Rau_Cu_Qua,101.0016,OUT010,1998,,Do_Thi_3,Tap_Hoa,202.4032
FDS55,7.02,BeoThap,0.081623275,Rau_Cu_Qua,148.0734,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1930.1542
FDA44,19.7,BeoThap,0.053178425,Rau_Cu_Qua,55.993,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,905.488
FDR36,6.715,beothuong,0.122274118,Do_Nuong,40.3454,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,838.908
FDO34,,BeoThap,0.029793955,Do_An_Vat,167.2816,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5704.5744
FDW40,14.0,BeoThuong,0.175991929,Do_Dong_Lanh,140.7812,OUT010,1998,,Do_Thi_3,Tap_Hoa,142.4812
FDU21,11.8,BeoThuong,0.076876046,Do_An_Vat,33.1558,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,543.2928
NCM54,17.7,BThap,0.051146565,Do_Gia_Dung,127.3678,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3306.3628
FDU38,,BThap,0.144534212,Sua_Bo,190.6504,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,575.2512
FDI44,,BeoThap,0.099747488,Rau_Cu_Qua,75.2328,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1544.656
FDS36,8.38,BeoThuong,0.047152554,Do_Nuong,110.157,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,3185.853
FDF41,12.15,BeoThap,0.131179812,Do_Dong_Lanh,245.246,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3202.498
FDS28,8.18,BeoThuong,0.082737261,Do_Dong_Lanh,57.3588,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,343.5528
FDO25,6.3,BeoThap,0.21332355,Do_Hop,208.527,OUT010,1998,,Do_Thi_3,Tap_Hoa,419.454
FDP27,,BeoThap,0.20914265,Thit_Tuoi,190.953,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,379.506
DRH01,,BeoThap,0.171417316,Nuoc_Giai_Khat,173.0738,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,347.5476
FDX24,,BThap,0.024387984,Do_Nuong,92.4462,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,185.0924
NCI29,8.6,BeoThap,0.032621545,Y_Te_Ve_Sinh,143.2154,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2127.231
FDM22,,BeoThuong,0.041754584,Do_An_Vat,53.464,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1597.92
FDS03,,BeoThap,0.139419417,Thit_Tuoi,66.0826,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,258.3304
FDO15,,BeoThuong,0.008525061,Thit_Tuoi,72.5038,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2512.7292
FDU39,18.85,BeoThap,0.036184755,Thit_Tuoi,58.5562,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,770.3306
FDA15,9.3,BeoThap,0.026818196,Sua_Bo,248.9092,OUT010,1998,,Do_Thi_3,Tap_Hoa,498.0184
NCF42,17.35,BeoThap,0.168329848,Do_Gia_Dung,176.7712,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2812.3392
FDW23,5.765,BeoThap,0.0821398,Do_Nuong,37.2164,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,579.246
DRF23,,BeoThap,0.122058364,Do_Uong_Con,172.8396,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7152.0236
NCX53,20.1,BThap,0.025002878,Y_Te_Ve_Sinh,140.4154,OUT010,1998,,Do_Thi_3,Tap_Hoa,567.2616
FDY55,16.75,BeoThap,0.081446638,Rau_Cu_Qua,257.0988,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,6424.97
FDO51,6.785,BeoThuong,0.041947547,Thit_Tuoi,41.2112,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,809.6128
FDZ51,11.3,BeoThuong,0.054637635,Thit_Tuoi,93.3094,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3046.7008
FDR09,18.25,BeoThap,0.077659918,Do_An_Vat,260.2962,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1035.9848
FDF29,15.1,BeoThuong,0.020015391,Do_Dong_Lanh,128.831,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1817.634
NCU18,,BeoThap,0.097768728,Do_Gia_Dung,142.4496,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,564.5984
DRJ11,9.5,BeoThap,0.085020342,Do_Uong_Con,188.7872,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1701.7848
FDE11,17.7,BeoThuong,0.135646297,Thuc_Pham_Bot,186.0924,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3516.7556
FDV09,,BeoThap,0.036012919,Do_An_Vat,148.0734,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,593.8936
DRI51,17.25,BeoThap,0.042233642,Sua_Bo,173.3764,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2061.3168
DRJ35,10.1,BeoThap,0.046848053,Do_Uong_Con,60.6878,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,363.5268
FDV37,13.0,BeoThuong,0.083643716,Do_Hop,196.0426,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2570.6538
FDC53,8.68,BeoThap,0.008834023,Do_Dong_Lanh,100.0384,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2266.3832
DRD49,9.895,BThap,0.167831064,Nuoc_Giai_Khat,237.4564,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,715.0692
FDQ27,,BeoThuong,0.077480627,Thit_Tuoi,101.399,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,206.398
FDO45,13.15,BeoThuong,0.038011783,Do_An_Vat,89.6856,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,703.0848
FDY35,17.6,BeoThuong,0.026827052,Banh_Mi,47.8402,OUT010,1998,,Do_Thi_3,Tap_Hoa,91.8804
FDS58,9.285,BeoThuong,0.0,Do_An_Vat,161.5578,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,4653.2762
NCM05,6.825,BeoThap,0.059846975,Y_Te_Ve_Sinh,262.5226,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,9779.9362
FDT49,7.0,BeoThap,0.152261999,Do_Hop,105.728,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1278.336
FDL36,,BeoThap,0.075707087,Do_Nuong,88.183,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1438.128
FDM24,6.135,BeoThuong,0.079327367,Do_Nuong,152.8366,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2871.5954
FDX20,,BeoThap,0.042354152,Rau_Cu_Qua,227.272,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7017.532
FDO08,11.1,BeoThuong,0.053765212,Rau_Cu_Qua,163.1526,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1808.9786
FDQ46,7.51,BeoThap,0.103726639,Do_An_Vat,110.6544,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1901.5248
NCX54,9.195,BeoThap,0.048050783,Do_Gia_Dung,105.6622,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1693.7952
FDB40,17.5,BeoThuong,0.007551607,Sua_Bo,145.8102,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1895.5326
FDA20,6.78,BeoThap,0.066892471,Rau_Cu_Qua,186.424,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1304.968
FDJ22,18.75,BeoThap,0.052800258,Do_An_Vat,193.2504,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2684.5056
NCQ43,17.75,BeoThap,0.111527348,Khac,110.2912,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,873.5296
FDW20,,BeoThap,0.024032484,Rau_Cu_Qua,124.973,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2463.46
FDS01,,BeoThap,0.031069203,Do_Hop,179.6686,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,177.7686
FDL34,,BeoThap,0.040747616,Do_An_Vat,140.2496,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4093.3384
FDK40,7.035,BeoThap,0.021938404,Do_Dong_Lanh,264.691,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,5785.802
FDP52,18.7,BeoThuong,0.0,Do_Dong_Lanh,229.201,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3215.814
FDD04,16.0,BeoThap,0.089971292,Sua_Bo,143.2154,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1701.7848
DRE48,8.43,BeoThap,0.017360867,Nuoc_Giai_Khat,196.2768,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1576.6144
DRE12,4.59,BeoThap,0.0,Nuoc_Giai_Khat,111.186,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1245.046
FDU44,12.15,BeoThuong,0.058516562,Rau_Cu_Qua,164.1552,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,5198.5664
DRA59,8.27,BeoThuong,0.214125129,Nuoc_Giai_Khat,183.9924,OUT010,1998,,Do_Thi_3,Tap_Hoa,185.0924
NCR06,12.5,BeoThap,0.006775667,Do_Gia_Dung,42.9112,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1022.6688
FDS43,11.65,BeoThap,0.040597054,Rau_Cu_Qua,187.324,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1864.24
FDS39,6.895,BeoThap,0.022441883,Thit_Tuoi,143.8812,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2707.1428
FDR14,,BeoThap,0.173206192,Sua_Bo,53.3298,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1078.596
FDX57,17.25,BeoThuong,0.047266211,Do_An_Vat,97.0068,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1846.9292
FDN60,15.1,BeoThap,0.095158081,Do_Nuong,159.2604,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2852.2872
FDX52,11.5,BeoThuong,0.042173667,Do_Dong_Lanh,194.682,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2316.984
FDE47,14.15,beothap,0.037877202,Thuc_Pham_Bot,124.0046,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1618.5598
FDL38,13.8,BeoThuong,0.014720848,Do_Hop,89.9172,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1516.6924
FDY39,5.305,BeoThuong,0.047220268,Thit_Tuoi,181.9608,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2388.8904
FDO56,10.195,BeoThuong,0.044974051,Rau_Cu_Qua,115.5808,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1874.8928
FDA43,10.895,BeoThap,0.064621927,Rau_Cu_Qua,196.6794,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1170.4764
FDZ20,16.1,BeoThap,0.057422821,Rau_Cu_Qua,253.7356,OUT010,1998,,Do_Thi_3,Tap_Hoa,508.6712
FDF08,14.3,BeoThuong,0.109144085,Rau_Cu_Qua,88.2856,OUT010,1998,,Do_Thi_3,Tap_Hoa,175.7712
NCS53,14.5,BeoThap,0.090286009,Y_Te_Ve_Sinh,159.9604,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2218.4456
NCC43,7.39,beothap,0.092705683,Do_Gia_Dung,251.9066,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,4267.1122
FDI26,5.94,BeoThap,0.03495749,Do_Hop,177.1344,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2854.9504
FDA36,,BeoThap,0.005638944,Do_Nuong,184.9924,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3146.5708
NCC43,7.39,BeoThap,0.093307713,Do_Gia_Dung,250.9066,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1506.0396
FDR60,14.3,BeoThap,0.130390458,Do_Nuong,77.2328,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,231.6984
FDS28,8.18,beothuong,0.082529704,Do_Dong_Lanh,56.9588,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,744.3644
FDG29,17.6,BeoThap,0.056281276,Do_Dong_Lanh,40.3454,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,796.9626
FDD56,15.2,BeoThuong,0.103758647,Rau_Cu_Qua,177.0054,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2976.7918
FDS07,12.35,BeoThap,0.100164204,Rau_Cu_Qua,113.6518,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1593.9252
FDZ59,6.63,BeoThuong,0.104183308,Do_Nuong,166.15,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3828.35
FDS57,,BeoThap,0.102941345,Do_An_Vat,142.047,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2719.793
FDK04,7.36,BeoThap,0.052607932,Do_Dong_Lanh,56.3588,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,744.3644
FDN31,11.5,BeoThap,0.073029341,Rau_Cu_Qua,187.953,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2656.542
FDZ58,,BeoThap,0.051924192,Do_An_Vat,121.0072,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2940.1728
NCO53,16.2,BeoThap,0.0,Y_Te_Ve_Sinh,182.1608,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3123.9336
FDM50,13.0,BeoThuong,0.030150193,Do_Hop,61.422,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,539.298
NCR50,,BThap,0.011762847,Do_Gia_Dung,153.534,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7503.566
FDT43,16.35,BeoThap,0.020547951,Rau_Cu_Qua,51.2324,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,571.2564
NCO53,16.2,BeoThap,0.176175402,Y_Te_Ve_Sinh,184.0608,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2021.3688
DRK01,7.63,BeoThap,0.061159246,Nuoc_Giai_Khat,92.5436,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1607.2412
FDD48,10.395,BeoThap,0.030219852,Do_Nuong,114.7176,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2748.4224
FDU57,,BeoThuong,0.089120516,Do_An_Vat,149.8708,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3611.2992
FDK03,12.6,BeoThuong,0.073920438,Sua_Bo,255.6356,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2797.6916
FDU10,10.1,BeoThuong,0.045763062,Do_An_Vat,38.4848,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,633.8416
FDX25,,BeoThap,0.101561568,Do_Hop,181.9292,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3101.2964
FDG59,,BeoThap,0.043025208,Thuc_Pham_Bot,37.6164,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,810.9444
FDW35,,beothap,0.0194158,Banh_Mi,41.6454,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,83.8908
FDS59,,BeoThuong,0.04368089,Banh_Mi,110.157,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2306.997
